Type de panne;Durée arrêt (h);Résumé intervention;Date intervention;Désignation;Date demande;Cause;Coût matériel;Organe;[Pièce].Désignation;[Pièce].Référence;[Pièce].Quantité;[Pièce].Prix total
Arrosage;2,75;Vidange du reservoir d'arrosage / nettoyage des pompes d'arrosage / nettoyage du filtre du convoyeur ;05/03/2025;machine6;05/03/2025 10:00;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Arrosage;0,25;Nettoyage de la pompe d'arrosage normal / verification du fonctionnement d'arrosage normal ;05/03/2025;machine6;05/03/2025 20:30;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,33333;Nettoyage de la pompe du convoyeur et filtre de l'unite du tambour ;05/03/2025;machine6;05/03/2025 20:50;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Arrosage;2,25;Nettoyage des buses de l'unite du tambour et du filtre ;05/03/2025;machine6;05/03/2025 13:35;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Arrosage;0,16667;Montage des nozles des buses d'arrosage ;05/03/2025;machine1;05/03/2025 15:35;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;3;Nettoyage des filtres d'arrosage au centre / demander a l'op de bien serrer l'outils / changement filtre;05/03/2025;machine1;05/03/2025 12:00;PROBLEME D'ARROSAGE;1215,52;04-Groupe d'arrosage;FILTER ELEMENT d'arrosage au centre NMV3/4  (FDYPTSF1012400W FILTER ELEMENT);M-F0043;2.0;1215,52
Arrosage;2;Changement du joint tournant ;05/03/2025;machine6;05/03/2025 18:00;PROBLEME D'ARROSAGE;14117,87;04-Groupe d'arrosage;Pompe d'arrosage centre (coolant pump F. through 3.5MPA);M-PPE0017;1.0;14117,87
Arrosage;6,25;Vidange du bag d'arrosage / nettoyage du bag et de la pompe;04/03/2025;machine6;04/03/2025 23:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,68333;Verification de l'etat du pince / remplissage du groupe hydraulique / retour a l'etat intiale du preneur ;04/03/2025;machine3;04/03/2025 12:15;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,91667;Remplissage du groupe hydraulique / retour a l'etat initiale de changement d'outil ;04/03/2025;machine1;04/03/2025 06:00;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;0,25;Nettoyage de la pompe d'arrosage normal/ verification du fonctionnement d'arrosage normal ;04/03/2025;machine6;04/03/2025 18:50;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;1,5;Changement du joint tournant et joint fixe / verification du fonctionnement d'arrosage centre / verification de fuites / remontage des carteres;04/03/2025;machine6;04/03/2025 15:30;PROBLEME D'ARROSAGE;796;04-Groupe d'arrosage;JOINT TOURNANT NHX M12X1;M-JT0009;1.0;796
Arrosage;0,41667;Nettoyage du filtre d'arrosage ( retour d'arrosage) ;03/03/2025;machine4;03/03/2025 11:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;17,38333;Fixation de la poulie du moteur d'axe C / changement de la courroie d'axe C ;03/03/2025;machine2;03/03/2025 20:27;BLOCAGE AXES PRINCIPAUX;46,3;0242-Axe C;Courroie d'axe C (BELT PCGT 5MX15 5MGT- 600-15);M-TRANS0023;1.0;46,3
Mécanique;0,25;Retour du preneur a l'etat initiale / verification du serrage et desserage d'outil ;03/03/2025;machine3;03/03/2025 15:30;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;4,16667;Repartion et fixation de la porte machine ;03/03/2025;machine3;03/03/2025 06:30;BLOCAGE PORTE MACHINE / MAGASIN OUTIL;0;10-Bâti ;;;;
Mécanique;0,66667;Verification des conditions de changement d'outil / nettoyage du bras changement d'outil / nettoyage des rails de la porte COA / verification de l'ouverture et fermeture de la porte COA ;03/03/2025;machine1;03/03/2025 15:45;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Electronique;3,5;Changement de la lampe machine par un projecteur de la machine UMC ;03/03/2025;machine1;25/02/2025 07:15;AMELIORATION MACHINE // VERIFICATION MACHINE;37,03;033-Equipements divers;PROJECTEUR HAAS ;M-ECL0005;1.0;37,03
Arrosage;0,41667;Nettoyage du filtre de retour d'arrosage ;03/03/2025;machine4;03/03/2025 10:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,58333;Nettoyage du filtre d'arrosage centre ;03/03/2025;machine1;03/03/2025 07:15;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,41667;Nettoyage de la pompe d'arrosage normale ;02/03/2025;machine6;02/03/2025 10:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,58333;Nettoyage des filtres d'arrosage centre ;02/03/2025;machine1;02/03/2025 13:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;0,33333;Verification de l'etat d'outil / demander a l'op de changer l'outil / reset machine ;01/03/2025;machine2;01/03/2025 08:20;DEFAUT OUTIL;0;06-Changement d'outils;;;;
Mécanique;1,41667;Verification du graissage de la broche / verification du refroidissement de la broche / verification du flexible de graissage broche / lancement de la rotation broche / amorcage de la pompe de graissage broche ;01/03/2025;machine4;01/03/2025 08:35;PROBLEME DE LUBRIFICATION;0;01-Broche;;;;
Arrosage;0,66667;Nettoyage de la pompe d'arrosage du convoyeur et des filtres ;01/03/2025;machine6;01/03/2025 06:10;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Mécanique;2,1;Verification de l'etat et condition de changement d'outils ;01/03/2025;machine1;01/03/2025 07:44;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;12;Verification de l'etat du volet du COA / nettoyage du volet du COA / fermeture du volet du COA ;01/03/2025;machine1;01/03/2025 20:30;DEFAUT OPERATEUR;0;06-Changement d'outils;;;;
Divers;1,05;Verification de l'etat du cable reseau ;28/02/2025;machine2;28/02/2025 06:27;PROBLEME RESEAU;0;033-équipement divers ;;;;
Arrosage;2,08333;Nettoyage du filtre du retour d'arrosage ;28/02/2025;machine2;28/02/2025 15:50;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Electronique;0,61667;Reset power de la machine / retour des axes a l'origine ;28/02/2025;machine3;21/02/2025 08:48;PROBLEME ELECTRONIQUE;0;031-CN;;;;
Mécanique;17,16667;Controle du centre plateau et correction des defaux / modification valeurs cinematique ;28/02/2025;machine3;28/02/2025 19:50;DECALAGE POSITION AXE;0;02-Axes;;;;
Arrosage;0,5;Nettoyage de la pompe du convoyeur et filtres ;28/02/2025;machine6;28/02/2025 04:05;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Mécanique;0,58333;Nettoyage de la place de la palette / retour a l'origine du changement d'outils ;28/02/2025;machine1;28/02/2025 06:30;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;11,25;Verification de la position d'origine du magasin d'outils / verification de la position d'origine de l'axe rotative et de l'axe lineaire / verification de l'etat du porte outil / changement du ressort de pot du preneur ;27/02/2025;machine3;27/02/2025 16:15;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,41667;Verification des conditions de changement de la COA / retour du COA a l'etat initiale / verification du fonctionnement de changement d'outil  ;27/02/2025;machine1;27/02/2025 04:30;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Electronique;3,83333;Redemarrage machine ;27/02/2025;machine1;27/02/2025 04:30;PROBLEME ELECTRONIQUE;0;03-Armoire électrique ;;;;
Arrosage;0,33333;Nettoyage de la pompe du convoyeur / nettoyage du filtre de l'unite de tambour ;27/02/2025;machine6;27/02/2025 01:00;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Mécanique;0,5;Restauration des conditions de changement d'outils ;27/02/2025;machine1;27/02/2025 21:00;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;1,16667;Changement du filtre d'arrosage au centre apres le nettoyage du filtre / nettoyage de l'emplacement du filtre ;26/02/2025;machine4;26/02/2025 22:40;PROBLEME D'ARROSAGE;393,47;04-Groupe d'arrosage;FILTER ELEMENT d'arrosage au centre DA-300  (Z476Z0500270 FILTER ELEMENT);M-F0040;1.0;393,47
Arrosage;0,66667;Nettoyage du convoyeur / nettoyage de 70% du bag d'arrosage ;26/02/2025;machine2;26/02/2025 16:30;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;0,5;Retour du preneur a l'etat intiale / demander a l'op de changer le pot  d'outil T37;26/02/2025;machine3;26/02/2025 04:40;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;3,41667;Changement du SME d'axe Y / prendre l'origine de l'axe Y / changement des tuyaux du groupe de refroidissement ;26/02/2025;machine3;26/02/2025 05:20;BLOCAGE AXES PRINCIPAUX;0;022-Axe Y;;;;
Hydraulique;0,83333;Remplissage du groupe de refroidissement ;26/02/2025;machine1;26/02/2025;PROBLEME DE REFROIDISSEMENT;0;01-Broche ;;;;
Mécanique;1,16667;Restauration des conditions de changement palette automatique / nettoyage du cone de logement table ;26/02/2025;machine1;26/02/2025 21:20;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Arrosage;0,33333;Nettoyage de la pompe des buses d'arrosage ;26/02/2025;machine6;26/02/2025 14:20;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Hydraulique;0,5;Remplissage du groupe hydraulique ;26/02/2025;machine6;26/02/2025 00:30;PROBLEME DE LUBRIFICATION;0;05-Unité de lubrification ;;;;
Mécanique;0,16667;Restauration des conditions de l'APC / faire l'essai ;26/02/2025;machine1;26/02/2025 00:35;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;0,91667;Retour a l'etat initiale du preneur / verification du pot d'outil (37) du magasin d'outils ;25/02/2025;machine3;25/02/2025 17:20;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,41667;Verification des conditions de changement d'outils / retour a l'etat initiale ;25/02/2025;machine3;25/02/2025 08:30;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Arrosage;0,33333;Nettoyage de la pompe d'arrosage normale ;25/02/2025;machine6;25/02/2025 23:40;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;14,5;Changement du filtre a tambour et flexible d'arrosage par buses / reparation du voyant du bras ATC ;25/02/2025;machine6;25/02/2025 06:00;PROBLEME D'ARROSAGE;428,76;04-Groupe d'arrosage;COOLANT NOZZLE (buse);M-J0043;2.0;79,32
Arrosage;14,5;Changement du filtre a tambour et flexible d'arrosage par buses / reparation du voyant du bras ATC ;25/02/2025;machine6;25/02/2025 06:00;PROBLEME D'ARROSAGE;428,76;04-Groupe d'arrosage;Filtre tambour 341x250mm (3PC);M-F0021;3.0;267,96
Arrosage;14,5;Changement du filtre a tambour et flexible d'arrosage par buses / reparation du voyant du bras ATC ;25/02/2025;machine6;25/02/2025 06:00;PROBLEME D'ARROSAGE;428,76;04-Groupe d'arrosage;Flexible 10.5 MPA 1530 PSI 1m;M-FLEX0015;1.0;81,48
Electronique;1;Demontage de la lampe de la machine  / desecativation du connecteur de l'alimentation de la lampe ;25/02/2025;machine1;25/02/2025 17:00;PROBLEME D'ECLAIRAGE // SIGNALISATION;0;033-Equipements divers;;;;
Mécanique;1;Enlever l'outil et le placer dans l'emplacement correcte  ;24/02/2025;machine1;24/02/2025 08:15;DEFAUT OPERATEUR;0;06-Changement d'outils;;;;
Mécanique;74,5;Serrage de la courroie d'axe Y / reglage des deux tendeur d'axe Z en haut / augmenter le gain d'axe Y=> 250000=>3.00000 / baisser la vitesse d'axe X : 32000=>80000=>70000 / fermeture et rangement du poste ;24/02/2025;machine3;24/02/2025 08:30;SURCHARGE BROCHE;0;01-Broche ;;;;
Electronique;13,81667;Resserage du codeur de la broche / changement de la regle optique apres l'alarme 'sup position d'origine axe Z' / reprise de l'origine de l'axe Z et position de l'origine de changement d'outil ;24/02/2025;machine3;24/02/2025 08:11;PROBLEME ELECTRONIQUE;0;02-Axes;;;;
Mécanique;0,58333;Controle du faux rond et parallelisme de la broche /  controle de la force de serrage / verification du sonnage de la broche ;24/02/2025;machine1;24/02/2025 22:15;BLOCAGE AXES PRINCIPAUX;0;023-Axe Z;;;;
Mécanique;69,83333;Rapport attache au bon ;24/02/2025;machine1;24/02/2025 10:10;DECALAGE POSITION AXE;0;02-Axes;;;;
Hydraulique;2,08333;Verification du circuit de FM / elimination de la fuite FM / remplissage du reservoir de l'FM ;23/02/2025;machine3;23/02/2025 07:30;PROBLEME DE REFROIDISSEMENT;0;09-Groupe frigorifique;;;;
Mécanique;1,08333;Verification du capteur de serrage et desserage d'outil et connecteur / demontage du carter de l'axe Z / reglage du capteur / montage du carter d'axe Z ;23/02/2025;machine3;23/02/2025 12:00;BROCHE HS : SERRAGE OUTIL;0;01-Broche ;;;;
Mécanique;0,75;Verification de l'etat du capteur de  presence d'outil / prendre l'origine du magasin d'outil ;23/02/2025;machine3;23/02/2025 13:00;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;1,08333;Verification  de l'etat du bras et pince de changement d'outil / retour du bras a l'etat intiale/ remplissage du reservoir du groupe hydraulique ;23/02/2025;machine1;23/02/2025 07:25;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;1;Verification du circuit de refroidissement / verification du niveau d'huile / vidange du reservoire de refroidissement / remplissage du reservoir de refroidissement / lancement du programe de rotation de la broche M03S18000tr/min / temperature de 65 ;23/02/2025;machine1;23/02/2025 11:20;BROCHE HS: TEMPERATURE ELEVEE;0;01-Broche ;;;;
Mécanique;1,91667;Verification de la fonction de la trappe de la COA / retour du bras de la COA a l'etat initale et ferme la trappe de la COA ;23/02/2025;machine4;23/02/2025 07:00;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Hydraulique;2,08333;Verification du circuit du FM /elimination de la fuite du FM / remplissage du reservoir du FM ;23/02/2025;machine3;23/02/2025 07:30;PROBLEME DE REFROIDISSEMENT;0;09-Groupe frigorifique;;;;
Arrosage;0,5;Nettoyage de la pompe d'arrosage normal / nettoyage des buses d'arrosage de la broche ;22/02/2025;machine6;22/02/2025 13:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Mécanique;3,08333;Retablissement des conditions pour le changement automatique des palettes ;22/02/2025;machine6;22/02/2025 01:00;BLOCAGE CHANGEMENT PALETTE;0;07-Changeur de palettes;;;;
Mécanique;46,5;Controle geo broche(rapport attacher au bon) /  changement broche (A: 19S366 N: 19S513);22/02/2025;machine6;22/02/2025 11:00;CHOC;13500;01-Broche ;BROCHE NHX;M-ELB0003;1.0;13500
Mécanique;0,33333;Retour de l'axe lineaire a l'etat intiale / deblocage de l'outil du preneur ;22/02/2025;machine3;22/02/2025 03:00;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Hydraulique;0,83333;Reset power machine / verification du niveau de groupe de refroidissement / retour des axes a l'etat initial ;21/02/2025;machine3;21/02/2025 22:15;PROBLEME DE REFROIDISSEMENT;0;01-Broche ;;;;
Arrosage;0,65;Nettoyage de la pompe d'arrosage normal / nettoyage de la pompe d'arrosage du convoyeur ;21/02/2025;machine6;21/02/2025 23:11;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Hydraulique;0,58333;Verification du niveau d'huile d'axe C / verification du bridage et debridage d'axe C / lancement du programe du frein d'axe C ;21/02/2025;machine2;21/02/2025 13:15;BLOCAGE AXES PRINCIPAUX;0;0242-Axe C;;;;
Electronique;1,75;Redemarrage de la machine / verification du varateur d'axe Y / retour a l'origine des axes  ;21/02/2025;machine2;21/02/2025 04:30;PROBLEME DE REFROIDISSEMENT;0;034- Refoidissement de l'armoire ;;;;
Mécanique;1,75;Retour du preneur a l'etat initiale / lancer le programe de changement d'outil ;21/02/2025;machine3;21/02/2025 04:30;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Electronique;0,33333;Redemarrer la machine / retour a l'origine /retour du magasin a l'etat initiale ;21/02/2025;machine1;21/02/2025 08:50;PROBLEME ELECTRONIQUE;0;03-Armoire électrique ;;;;
Electronique;0,66667;Renitialisation de la machine pour annuler l'alarme / verification du fonctionnement du convoyeur / axes remis a l'origine  ;21/02/2025;machine1;21/02/2025 02:20;DEFAUT OPERATEUR;0;042-Convoyeur de copeaux;;;;
Mécanique;1,5;Controle de la broche : faux rond : (0  0.02) alignemenet de la broche : plan XZ (-0.015) plan YZ (-0.018) / mesure sur le dessus:  balourd 1.17 -- mesure axiales: balourd 2.32;21/02/2025;machine1;21/02/2025 11:30;AMELIORATION MACHINE // VERIFICATION MACHINE;0;01-Broche ;;;;
Arrosage;0,5;Nettoyage du filtre d'arrosage normal / nettoyage du circuit et de la pompe d'arrosage normal ;20/02/2025;machine2;20/02/2025 01:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Arrosage;0,66667;Changement du filtre d'arrosage centre / nettoyage du circuit d'arrosage centre ;20/02/2025;machine2;20/02/2025 20:00;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Hydraulique;1,16667;Verification du circuit de refroidissement / remplissage du groupe de refroidissement / reset power machine ;20/02/2025;machine3;20/02/2025 22:15;PROBLEME DE REFROIDISSEMENT;0;09-Groupe frigorifique;;;;
Electronique;0,25;Reset l'alarme / retour des axes a l'origine ( home G28) ;19/02/2025;machine2;19/02/2025 11:30;PROBLEME ELECTRONIQUE;0;032-Variateurs;;;;
Mécanique;2,5;Verification de serrage des vis de fixation broche / nettoayeg de la cone de la broche / controle de la force de serrage faux-rond et parallelisme / sonnage broche ;19/02/2025;machine1;19/02/2025 03:00;AMELIORATION MACHINE // VERIFICATION MACHINE;0;01-Broche ;;;;
Arrosage;0,83333;Nettoyage du filtre de l'unite de tambour / verification de la concentration (6.5%);19/02/2025;machine1;19/02/2025 08:30;DEBORDEMENT ;0;04-Groupe d'arrosage;;;;
Hydraulique;629,33333;Verification des contacteurs de puissance et verification de la pompe FM / chnagement de la carte electronique FM / remplissage du reservoir ;19/02/2025;machine5;19/02/2025 08:00;PROBLEME ELECTRONIQUE;1608,64;05-Groupe de lubrification;Carte d'alimentation du circuit de refroidissement (GNLT6UNTA610A PLATINE PRINTED BOARD);M-ALIM0100;1.0;1608,64
Mécanique;0,33333;Reglage de la pression du regulateur de l'unite de l'APC / nettoyage du cone du CPA ;19/02/2025;machine1;19/02/2025 12:00;BLOCAGE CHANGEMENT PALETTE;0;01-Broche ;;;;
Arrosage;0,41667;Nettoyage de la pompe d'arrosage normal ;18/02/2025;machine6;18/02/2025 22:35;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage;;;;
Pneumatique;0,33333;Fixation du tuyau de la souflette ;17/02/2025;machine2;17/02/2025 15:20;FUITE D'AIR;0;08-Système pneumatique ;;;;
Arrosage;0,25;Nettoyage du filtre d'arrosage normal / nettoyage du tuyau / remplir le reservoire ;17/02/2025;machine2;17/02/2025 07:25;PROBLEME D'ARROSAGE;0;04-Groupe d'arrosage ;;;;
Mécanique;0,75;Changement du vitre de la porte machine ;17/02/2025;machine2;17/02/2025 08:52;Choc vitre;0;09-Bâti ;;;;
Mécanique;1340,58333;Changement de broche + changement du mixing valve / changement du filtre arrosage au centre /remplissage du groupe de refroidissement broche ;17/02/2025;machine4;27/12/2025 13:55;PROBLEME DE LUBRIFICATION;26585,47;01-Broche;(ELCTRO BROCHE DA300) 28F010A-F6H5-W SPINDLE HEAD;M-ELB0010;1.0;26000
Mécanique;1340,58333;Changement de broche + changement du mixing valve / changement du filtre arrosage au centre /remplissage du groupe de refroidissement broche ;17/02/2025;machine4;27/12/2025 13:55;PROBLEME DE LUBRIFICATION;26585,47;01-Broche;FILTER ELEMENT d'arrosage au centre DA-300  (Z476Z0500270 FILTER ELEMENT);M-F0040;1.0;393,47
Mécanique;1340,58333;Changement de broche + changement du mixing valve / changement du filtre arrosage au centre /remplissage du groupe de refroidissement broche ;17/02/2025;machine4;27/12/2025 13:55;PROBLEME DE LUBRIFICATION;26585,47;01-Broche;ZLUE102 MIXING VALVE;M-HYD0021;1.0;192
Mécanique;11;Prendre les nouveaux valeurs de centre plateau X Y Z / controle de l'axe Bn et Bind ;17/02/2025;machine3;17/02/2025 11:30;DECALAGE POSITION AXE;0;02-Axes;;;;
Mécanique;2,75;Retour a l'etat initiale de changement d'outil / verification des capteurs transporteurs d'outils ;17/02/2025;machine1;17/02/2025 16:45;BLOCAGE CHANGEMENT D'OUTIL;0;06-Changement d'outils;;;;
Mécanique;0,33333;Redemarrage de la machine / retour a l'etat initiale ;17/02/2025;machine6;17/02/2025 15:00;DEFAUT OUTIL;0;06-Changement d'outils;;;;
Hydraulique;0,75;Verification du groupe de refroidissement et niveau du groupe hydraulique ;17/02/2025;machine5;17/02/2025 15:15;FUITE D'HUILE;0;05-Groupe de lubrification;;;;
