Type de panne;Durée arrêt (h);Date intervention;Désignation;Catégorie de panne;Nombre d'heures MO;Coût total intervention;[MO interne].Nom;[MO interne].Prénom;[MO interne].Nombre d'heures
Hydraulique;2,08333;23/02/2025;machine3;Hydraulique;0,58333;84,03;tech;one;0,58333
Mécanique;1,08333;23/02/2025;machine3;Mécanique;0,66667;46,72;tech;one;0,66667
Mécanique;0,75;23/02/2025;machine3;Mécanique;0,5;32,67;tech;one;0,5
Mécanique;1,08333;23/02/2025;machine1;Mécanique;0,41667;51,14;tech;one;0,41667
Mécanique;1;23/02/2025;machine1;Mécanique;1;52,33;tech;one;1
Mécanique;1,91667;23/02/2025;machine4;Mécanique;0,33333;2,78;tech;one;0,33333
Hydraulique;2,08333;23/02/2025;machine3;Hydraulique;0,58333;84,03;tech;one;0,58333
Arrosage;0,5;22/02/2025;machine6;Arrosage;0,5;22,17;tech;one;0,5
Mécanique;3,08333;22/02/2025;machine6;Mécanique;5;111;tech;eight;2,5
Mécanique;3,08333;22/02/2025;machine6;Mécanique;5;111;tech;three;2,5
Mécanique;46,5;22/02/2025;machine6;Mécanique;27;15398,91;tech;two;6
Mécanique;46,5;22/02/2025;machine6;Mécanique;27;15398,91;tech;one;19
Mécanique;46,5;22/02/2025;machine6;Mécanique;27;15398,91;tech;six;1
Mécanique;46,5;22/02/2025;machine6;Mécanique;27;15398,91;tech;seven;1
Mécanique;0,33333;22/02/2025;machine3;Mécanique;0,25;12,67;tech;three;0,25
Hydraulique;0,83333;21/02/2025;machine3;Hydraulique;1,16666;31,67;tech;eight;0,58333
Hydraulique;0,83333;21/02/2025;machine3;Hydraulique;1,16666;31,67;tech;three;0,58333
Arrosage;0,65;21/02/2025;machine6;Arrosage;0,53333;23,4;tech;three;0,53333
Hydraulique;0,58333;21/02/2025;machine2;Hydraulique;0,5;4,17;tech;one;0,5
Electronique;1,75;21/02/2025;machine2;Electronique;0,28333;0;tech;three;0,28333
Mécanique;1,75;21/02/2025;machine3;Mécanique;0,25;66,5;tech;three;0,25
Electronique;0,33333;21/02/2025;machine1;Electronique;0,33333;17,45;tech;seven;0,33333
Electronique;0,66667;21/02/2025;machine1;Electronique;0,83334;29,33;tech;eight;0,41667
Electronique;0,66667;21/02/2025;machine1;Electronique;0,83334;29,33;tech;three;0,41667
Mécanique;1,5;21/02/2025;machine1;Mécanique;3;24,99;tech;one;1
Mécanique;1,5;21/02/2025;machine1;Mécanique;3;24,99;tech;six;1
Mécanique;1,5;21/02/2025;machine1;Mécanique;3;24,99;tech;seven;1
Arrosage;0,5;20/02/2025;machine2;Arrosage;0,35;0;tech;three;0,35
Arrosage;0,66667;20/02/2025;machine2;Arrosage;0,5;4,17;tech;five;0,5
Hydraulique;1,16667;20/02/2025;machine3;Hydraulique;0,5;44,33;tech;three;0,5
Electronique;0,25;19/02/2025;machine2;Electronique;0,25;2,08;tech;seven;0,25
Mécanique;2,5;19/02/2025;machine1;Mécanique;4,5;0;tech;eight;2,25
Mécanique;2,5;19/02/2025;machine1;Mécanique;4,5;0;tech;three;2,25
Arrosage;0,83333;19/02/2025;machine1;Arrosage;0,5;4,17;tech;six;0,5
Hydraulique;629,33333;19/02/2025;machine5;Hydraulique;10;14278,61;tech;two;5
Hydraulique;629,33333;19/02/2025;machine5;Hydraulique;10;14278,61;tech;one;3
Hydraulique;629,33333;19/02/2025;machine5;Hydraulique;10;14278,61;tech;six;2
Mécanique;0,33333;19/02/2025;machine1;Mécanique;0,33333;2,78;tech;seven;0,33333
Arrosage;0,41667;18/02/2025;machine6;Arrosage;0,66666;15;tech;eight;0,33333
Arrosage;0,41667;18/02/2025;machine6;Arrosage;0,66666;15;tech;three;0,33333
Pneumatique;0,33333;17/02/2025;machine2;Pneumatique;0,33333;2,78;tech;five;0,33333
Arrosage;0,25;17/02/2025;machine2;Arrosage;0,25;2,08;tech;seven;0,25
Mécanique;0,75;17/02/2025;machine2;Mécanique;1,5;12,5;tech;two;0,75
Mécanique;0,75;17/02/2025;machine2;Mécanique;1,5;12,5;tech;one;0,75
Mécanique;1340,58333;17/02/2025;machine4;Mécanique;74;27201,89;tech;four;16
Mécanique;1340,58333;17/02/2025;machine4;Mécanique;74;27201,89;tech;two;6
Mécanique;1340,58333;17/02/2025;machine4;Mécanique;74;27201,89;tech;one;6
Mécanique;1340,58333;17/02/2025;machine4;Mécanique;74;27201,89;tech;six;6
Mécanique;1340,58333;17/02/2025;machine4;Mécanique;74;27201,89;tech;seven;24
Mécanique;1340,58333;17/02/2025;machine4;Mécanique;74;27201,89;tech;five;16
Mécanique;1340,58333;17/02/2025;machine4;Mécanique;74;27201,89;tech;four;16
Mécanique;1340,58333;17/02/2025;machine4;Mécanique;74;27201,89;tech;two;6
Mécanique;1340,58333;17/02/2025;machine4;Mécanique;74;27201,89;tech;one;6
Mécanique;1340,58333;17/02/2025;machine4;Mécanique;74;27201,89;tech;six;6
Mécanique;1340,58333;17/02/2025;machine4;Mécanique;74;27201,89;tech;seven;24
Mécanique;1340,58333;17/02/2025;machine4;Mécanique;74;27201,89;tech;five;16
Mécanique;1340,58333;17/02/2025;machine4;Mécanique;74;27201,89;tech;four;16
Mécanique;1340,58333;17/02/2025;machine4;Mécanique;74;27201,89;tech;two;6
Mécanique;1340,58333;17/02/2025;machine4;Mécanique;74;27201,89;tech;one;6
Mécanique;1340,58333;17/02/2025;machine4;Mécanique;74;27201,89;tech;six;6
Mécanique;1340,58333;17/02/2025;machine4;Mécanique;74;27201,89;tech;seven;24
Mécanique;1340,58333;17/02/2025;machine4;Mécanique;74;27201,89;tech;five;16
Mécanique;11;17/02/2025;machine3;Mécanique;3,5;447,16;tech;seven;3
Mécanique;11;17/02/2025;machine3;Mécanique;3,5;447,16;tech;five;0,5
Mécanique;2,75;17/02/2025;machine1;Mécanique;1;129,33;tech;five;1
Mécanique;0,33333;17/02/2025;machine6;Mécanique;0,3;14,5;tech;seven;0,3
Hydraulique;0,75;17/02/2025;machine5;Hydraulique;1;23,34;tech;seven;0,5
Hydraulique;0,75;17/02/2025;machine5;Hydraulique;1;23,34;tech;five;0,5
Arrosage;0,5;17/02/2025;machine1;Arrosage;1;1223,86;tech;one;0,5
Arrosage;0,5;17/02/2025;machine1;Arrosage;1;1223,86;tech;six;0,5
Hydraulique;8,58333;16/02/2025;machine3;Hydraulique;1,08333;335,19;tech;seven;1,08333
Mécanique;4,66667;16/02/2025;machine1;Mécanique;0,58333;210,19;tech;one;0,58333
Arrosage;0,5;15/02/2025;machine2;Arrosage;0,43333;0;tech;three;0,43333
Mécanique;0,33333;15/02/2025;machine3;Mécanique;0,33333;15,45;tech;two;0,33333
Electronique;0,58333;15/02/2025;machine1;Electronique;0,5;29,84;tech;one;0,5
Mécanique;0,83333;15/02/2025;machine4;Mécanique;1;8,34;tech;four;0,5
Mécanique;0,83333;15/02/2025;machine4;Mécanique;1;8,34;tech;five;0,5
Mécanique;0,75;15/02/2025;machine1;Mécanique;1;8,34;tech;four;0,5
Mécanique;0,75;15/02/2025;machine1;Mécanique;1;8,34;tech;five;0,5
Mécanique;66;14/02/2025;machine2;Mécanique;26;174,93;tech;one;6
Mécanique;66;14/02/2025;machine2;Mécanique;26;174,93;tech;six;5
Mécanique;66;14/02/2025;machine2;Mécanique;26;174,93;tech;seven;10
Mécanique;66;14/02/2025;machine2;Mécanique;26;174,93;tech;eight;5
Arrosage;0,58333;14/02/2025;machine6;Arrosage;0,75;24,47;tech;one;0,41667
Arrosage;0,58333;14/02/2025;machine6;Arrosage;0,75;24,47;tech;three;0,33333
Mécanique;0,75;13/02/2025;machine2;Mécanique;1,33334;11,1;tech;four;0,66667
Mécanique;0,75;13/02/2025;machine2;Mécanique;1,33334;11,1;tech;five;0,66667
Pneumatique;9,83333;13/02/2025;machine2;Pneumatique;5;37,49;tech;two;0,5
Pneumatique;9,83333;13/02/2025;machine2;Pneumatique;5;37,49;tech;one;2
Pneumatique;9,83333;13/02/2025;machine2;Pneumatique;5;37,49;tech;nine;2
Pneumatique;9,83333;13/02/2025;machine2;Pneumatique;5;37,49;tech;eight;0,5
Hydraulique;1,63333;13/02/2025;machine3;Hydraulique;3;87,07;tech;one;1,5
Hydraulique;1,63333;13/02/2025;machine3;Hydraulique;3;87,07;tech;nine;1,5
Mécanique;0,83333;13/02/2025;machine3;Mécanique;1;40,01;tech;four;0,5
Mécanique;0,83333;13/02/2025;machine3;Mécanique;1;40,01;tech;five;0,5
Mécanique;1,41667;13/02/2025;machine3;Mécanique;2,41667;62,16;tech;two;1
Mécanique;1,41667;13/02/2025;machine3;Mécanique;2,41667;62,16;tech;three;1,41667
Mécanique;1,25;13/02/2025;machine3;Mécanique;1;47,5;tech;three;1
Mécanique;0,66667;13/02/2025;machine4;Mécanique;1,33334;11,1;tech;six;0,66667
Mécanique;0,66667;13/02/2025;machine4;Mécanique;1,33334;11,1;tech;seven;0,66667
Hydraulique;1;12/02/2025;machine3;Hydraulique;1,66666;51,88;tech;four;0,83333
Hydraulique;1;12/02/2025;machine3;Hydraulique;1,66666;51,88;tech;five;0,83333
Hydraulique;1;12/02/2025;machine1;Hydraulique;0,5;48,17;tech;five;0,5
Mécanique;0,86667;12/02/2025;machine4;Mécanique;1;8,34;tech;four;0,5
Mécanique;0,86667;12/02/2025;machine4;Mécanique;1;8,34;tech;five;0,5
Electronique;0,5;12/02/2025;machine6;Electronique;0,5;20,08;tech;seven;0,25
Electronique;0,5;12/02/2025;machine6;Electronique;0,5;20,08;tech;eight;0,25
Arrosage;0,33333;11/02/2025;machine2;Arrosage;0,33333;0;tech;three;0,33333
Arrosage;0,25;11/02/2025;machine2;Arrosage;0,33334;2,78;tech;six;0,16667
Arrosage;0,25;11/02/2025;machine2;Arrosage;0,33334;2,78;tech;seven;0,16667
Hydraulique;2;11/02/2025;machine3;Hydraulique;3,50001;95,44;tech;six;1,16667
Hydraulique;2;11/02/2025;machine3;Hydraulique;3,50001;95,44;tech;seven;1,16667
Hydraulique;2;11/02/2025;machine3;Hydraulique;3,50001;95,44;tech;eight;1,16667
Arrosage;0,58333;11/02/2025;machine6;Arrosage;0,5;21;tech;three;0,5
Arrosage;1,5;11/02/2025;machine6;Arrosage;0,5;58,17;tech;five;0,5
Mécanique;2;10/02/2025;machine8;Mécanique;7,74999;78,56;tech;four;0,5
Mécanique;2;10/02/2025;machine8;Mécanique;7,74999;78,56;tech;six;0,58333
Mécanique;2;10/02/2025;machine8;Mécanique;7,74999;78,56;tech;seven;0,58333
Mécanique;2;10/02/2025;machine8;Mécanique;7,74999;78,56;tech;nine;1,5
Mécanique;2;10/02/2025;machine8;Mécanique;7,74999;78,56;tech;five;0,5
Mécanique;2;10/02/2025;machine8;Mécanique;7,74999;78,56;tech;eight;2,58333
Mécanique;2;10/02/2025;machine8;Mécanique;7,74999;78,56;tech;three;1,5
Arrosage;0,16667;10/02/2025;machine2;Arrosage;0,16667;261,39;tech;one;0,16667
Arrosage;0,33333;10/02/2025;machine2;Arrosage;0,25;0;tech;eight;0,25
Arrosage;0,25;10/02/2025;machine2;Arrosage;0,33334;1,39;tech;six;0,16667
Arrosage;0,25;10/02/2025;machine2;Arrosage;0,33334;1,39;tech;eight;0,16667
Electronique;1,75;10/02/2025;machine3;Electronique;3;91,5;tech;four;1,5
Electronique;1,75;10/02/2025;machine3;Electronique;3;91,5;tech;five;1,5
Arrosage;0,75;10/02/2025;machine4;Arrosage;0,33333;0;tech;three;0,33333
Arrosage;0,66667;10/02/2025;machine4;Arrosage;0,33333;0;tech;three;0,33333
Hydraulique;1,91667;09/02/2025;machine3;Hydraulique;1,83333;88,1;tech;one;1,83333
Arrosage;0,66667;09/02/2025;machine6;Arrosage;0,5;28,17;tech;one;0,5
Arrosage;5,41667;09/02/2025;machine1;Arrosage;0,75;6,25;tech;one;0,75
Arrosage;1;09/02/2025;machine1;Arrosage;1;8,33;tech;one;1
Arrosage;0,41667;08/02/2025;machine2;Arrosage;0,41667;3,47;tech;six;0,41667
Arrosage;0,43333;08/02/2025;machine2;Arrosage;1;8,34;tech;four;0,5
Arrosage;0,43333;08/02/2025;machine2;Arrosage;1;8,34;tech;five;0,5
Arrosage;0,5;08/02/2025;machine2;Arrosage;0,5;4,17;tech;seven;0,5
Hydraulique;18,25;08/02/2025;machine3;Hydraulique;9,5;764,31;tech;four;3
Hydraulique;18,25;08/02/2025;machine3;Hydraulique;9,5;764,31;tech;one;1,5
Hydraulique;18,25;08/02/2025;machine3;Hydraulique;9,5;764,31;tech;nine;1
Hydraulique;18,25;08/02/2025;machine3;Hydraulique;9,5;764,31;tech;five;3
Hydraulique;18,25;08/02/2025;machine3;Hydraulique;9,5;764,31;tech;three;1
Arrosage;0,33333;07/02/2025;machine2;Arrosage;0,33333;2,78;tech;six;0,33333
Mécanique;0,58333;07/02/2025;machine3;Mécanique;0,5;26,34;tech;one;0,5
Hydraulique;0,5;07/02/2025;machine3;Hydraulique;0,5;23,17;tech;six;0,5
Hydraulique;1,5;07/02/2025;machine3;Hydraulique;1,5;69,5;tech;nine;1,5
Hydraulique;2,91667;07/02/2025;machine3;Hydraulique;3,58334;128,88;tech;six;1,41667
Hydraulique;2,91667;07/02/2025;machine3;Hydraulique;3,58334;128,88;tech;nine;0,75
Hydraulique;2,91667;07/02/2025;machine3;Hydraulique;3,58334;128,88;tech;eight;1,41667
Mécanique;1,5;07/02/2025;machine3;Mécanique;1;57;tech;three;1
Pneumatique;0,41667;07/02/2025;machine1;Pneumatique;0,41667;21,8;tech;two;0,41667
Mécanique;3,5;07/02/2025;machine1;Mécanique;5;170,66;tech;six;2
Mécanique;3,5;07/02/2025;machine1;Mécanique;5;170,66;tech;eight;3
Arrosage;0,83333;07/02/2025;machine6;Arrosage;0,66667;35,55;tech;five;0,66667
Mécanique;0,33333;07/02/2025;machine1;Mécanique;0,33333;2,78;tech;one;0,33333
Arrosage;1,58333;07/02/2025;machine1;Arrosage;1,74999;9,72;tech;six;0,58333
Arrosage;1,58333;07/02/2025;machine1;Arrosage;1,74999;9,72;tech;seven;0,58333
Arrosage;1,58333;07/02/2025;machine1;Arrosage;1,74999;9,72;tech;eight;0,58333
Hydraulique;0,75;06/02/2025;machine3;Hydraulique;2,00001;39,6;tech;six;0,66667
Hydraulique;0,75;06/02/2025;machine3;Hydraulique;2,00001;39,6;tech;seven;0,66667
Hydraulique;0,75;06/02/2025;machine3;Hydraulique;2,00001;39,6;tech;eight;0,66667
Mécanique;1,61667;06/02/2025;machine8;Mécanique;2,33334;58,24;tech;four;1,16667
Mécanique;1,61667;06/02/2025;machine8;Mécanique;2,33334;58,24;tech;five;1,16667
Mécanique;101;06/02/2025;machine2;Mécanique;35;224,91;tech;one;8
Mécanique;101;06/02/2025;machine2;Mécanique;35;224,91;tech;six;4
Mécanique;101;06/02/2025;machine2;Mécanique;35;224,91;tech;seven;15
Mécanique;101;06/02/2025;machine2;Mécanique;35;224,91;tech;eight;8
Arrosage;0,68333;06/02/2025;machine2;Arrosage;0,5;4,17;tech;four;0,5
Arrosage;0,58333;06/02/2025;machine2;Arrosage;0,41667;3,47;tech;one;0,41667
Mécanique;0,75;06/02/2025;machine3;Mécanique;0,5;32,67;tech;five;0,5
Mécanique;0,41667;06/02/2025;machine3;Mécanique;0,33333;15,83;tech;three;0,33333
Mécanique;1,25;06/02/2025;machine3;Mécanique;0,33333;50,28;tech;six;0,33333
Mécanique;1,5;06/02/2025;machine3;Mécanique;5;98,66;tech;four;1
Mécanique;1,5;06/02/2025;machine3;Mécanique;5;98,66;tech;two;1,5
Mécanique;1,5;06/02/2025;machine3;Mécanique;5;98,66;tech;one;1,5
Mécanique;1,5;06/02/2025;machine3;Mécanique;5;98,66;tech;five;1
Mécanique;5,5;06/02/2025;machine3;Mécanique;5,33333;238,16;tech;six;3,5
Mécanique;5,5;06/02/2025;machine3;Mécanique;5,33333;238,16;tech;three;1,83333
Hydraulique;1,66667;06/02/2025;machine3;Hydraulique;1,41667;63,33;tech;three;1,41667
Arrosage;0,83333;06/02/2025;machine6;Arrosage;0,66666;35,56;tech;one;0,33333
Arrosage;0,83333;06/02/2025;machine6;Arrosage;0,66666;35,56;tech;five;0,33333
Arrosage;0,5;06/02/2025;machine6;Arrosage;0,41667;18;tech;three;0,41667
Hydraulique;0,83333;05/02/2025;machine3;Hydraulique;0,66667;31,67;tech;three;0,66667
Mécanique;0,58333;05/02/2025;machine3;Mécanique;1,16666;31,89;tech;six;0,58333
Mécanique;0,58333;05/02/2025;machine3;Mécanique;1,16666;31,89;tech;seven;0,58333
Mécanique;0,75;05/02/2025;machine1;Mécanique;0,83333;35,78;tech;nine;0,33333
Mécanique;0,75;05/02/2025;machine1;Mécanique;0,83333;35,78;tech;three;0,5
Mécanique;0,81667;05/02/2025;machine1;Mécanique;1,5;12,5;tech;six;0,75
Mécanique;0,81667;05/02/2025;machine1;Mécanique;1,5;12,5;tech;seven;0,75
Mécanique;0,25;05/02/2025;machine1;Mécanique;0,16667;0;tech;eight;0,16667
Arrosage;5,58333;04/02/2025;machine2;Arrosage;5,5;4,17;tech;five;0,5
Arrosage;5,58333;04/02/2025;machine2;Arrosage;5,5;4,17;tech;three;5
Mécanique;2;04/02/2025;machine3;Mécanique;4;92,66;tech;nine;2
Mécanique;2;04/02/2025;machine3;Mécanique;4;92,66;tech;three;2
Mécanique;3,25;04/02/2025;machine3;Mécanique;2,83333;147,1;tech;five;2,83333
Mécanique;19;04/02/2025;machine9;Mécanique;6,5;719,82;tech;four;2,5
Mécanique;19;04/02/2025;machine9;Mécanique;6,5;719,82;tech;five;3
Mécanique;19;04/02/2025;machine9;Mécanique;6,5;719,82;tech;three;1
Arrosage;0,33333;03/02/2025;machine2;Arrosage;0,33334;2,78;tech;four;0,16667
Arrosage;0,33333;03/02/2025;machine2;Arrosage;0,33334;2,78;tech;five;0,16667
Arrosage;1,15;03/02/2025;machine2;Arrosage;0,66666;5,56;tech;four;0,33333
Arrosage;1,15;03/02/2025;machine2;Arrosage;0,66666;5,56;tech;five;0,33333
Arrosage;0,41667;03/02/2025;machine2;Arrosage;0,66666;5,56;tech;four;0,33333
Arrosage;0,41667;03/02/2025;machine2;Arrosage;0,66666;5,56;tech;five;0,33333
Arrosage;0,41667;03/02/2025;machine2;Arrosage;0,66666;5,56;tech;four;0,33333
Arrosage;0,41667;03/02/2025;machine2;Arrosage;0,66666;5,56;tech;five;0,33333
Mécanique;0,83333;03/02/2025;machine6;Mécanique;0,5;30;tech;three;0,5
Mécanique;12,5;02/02/2025;machine1;Mécanique;0,66666;5,56;tech;four;0,33333
Mécanique;12,5;02/02/2025;machine1;Mécanique;0,66666;5,56;tech;five;0,33333
Mécanique;1,16667;01/02/2025;machine2;Mécanique;2,33334;65,74;tech;one;1,16667
Mécanique;1,16667;01/02/2025;machine2;Mécanique;2,33334;65,74;tech;six;1,16667
Arrosage;0,66667;01/02/2025;machine3;Arrosage;1,33334;30,88;tech;six;0,66667
Arrosage;0,66667;01/02/2025;machine3;Arrosage;1,33334;30,88;tech;eight;0,66667
Arrosage;0,5;01/02/2025;machine6;Arrosage;0,5;22,17;tech;six;0,5
Mécanique;1,13333;01/02/2025;machine5;Mécanique;2,49999;36,55;tech;six;0,83333
Mécanique;1,13333;01/02/2025;machine5;Mécanique;2,49999;36,55;tech;seven;0,83333
Mécanique;1,13333;01/02/2025;machine5;Mécanique;2,49999;36,55;tech;eight;0,83333
Mécanique;1,33333;01/02/2025;machine1;Mécanique;2,5;10,41;tech;nine;1,25
Mécanique;1,33333;01/02/2025;machine1;Mécanique;2,5;10,41;tech;three;1,25
Mécanique;0,58333;01/02/2025;machine1;Mécanique;0,5;4,17;tech;one;0,5
Hydraulique;4,86667;31/01/2025;machine8;Hydraulique;3;141,8;tech;four;1,5
Hydraulique;4,86667;31/01/2025;machine8;Hydraulique;3;141,8;tech;five;1,5
Mécanique;16,33333;31/01/2025;machine2;Mécanique;22;158,27;tech;one;5
Mécanique;16,33333;31/01/2025;machine2;Mécanique;22;158,27;tech;six;4
Mécanique;16,33333;31/01/2025;machine2;Mécanique;22;158,27;tech;seven;4
Mécanique;16,33333;31/01/2025;machine2;Mécanique;22;158,27;tech;nine;3
Mécanique;16,33333;31/01/2025;machine2;Mécanique;22;158,27;tech;five;3
Mécanique;16,33333;31/01/2025;machine2;Mécanique;22;158,27;tech;three;3
Informatique;2;31/01/2025;machine3;Informatique;2;92,66;tech;two;2
Arrosage;0,66667;31/01/2025;machine6;Arrosage;0,66667;24;tech;eight;0,66667
Arrosage;0,63333;30/01/2025;machine2;Arrosage;1;4,17;tech;nine;0,5
Arrosage;0,63333;30/01/2025;machine2;Arrosage;1;4,17;tech;three;0,5
Arrosage;1,05;30/01/2025;machine2;Arrosage;2;8,33;tech;nine;1
Arrosage;1,05;30/01/2025;machine2;Arrosage;2;8,33;tech;three;1
Arrosage;0,58333;30/01/2025;machine3;Arrosage;1;30,51;tech;one;0,5
Arrosage;0,58333;30/01/2025;machine3;Arrosage;1;30,51;tech;five;0,5
Mécanique;0,91667;30/01/2025;machine3;Mécanique;0,75;34,83;tech;three;0,75
Mécanique;1,08333;30/01/2025;machine3;Mécanique;1,08333;50,19;tech;six;1,08333
Programme;3,33333;30/01/2025;machine1;Programme;6;171,66;tech;nine;3
Programme;3,33333;30/01/2025;machine1;Programme;6;171,66;tech;three;3
Mécanique;0,5;30/01/2025;machine5;Mécanique;0,5;14,17;tech;nine;0,5
Mécanique;0,56667;30/01/2025;machine10;Mécanique;1;31,01;tech;four;0,5
Mécanique;0,56667;30/01/2025;machine10;Mécanique;1;31,01;tech;five;0,5
Mécanique;3,33333;29/01/2025;machine2;Mécanique;2,66667;128,51;tech;five;2,66667
Mécanique;3,33333;29/01/2025;machine2;Mécanique;2,66667;128,51;tech;five;2,66667
Hydraulique;4,63333;29/01/2025;machine8;Hydraulique;1,91667;127,16;tech;six;1,25
Hydraulique;4,63333;29/01/2025;machine8;Hydraulique;1,91667;127,16;tech;five;0,66667
Hydraulique;4,63333;29/01/2025;machine8;Hydraulique;1,91667;127,16;tech;six;1,25
Hydraulique;4,63333;29/01/2025;machine8;Hydraulique;1,91667;127,16;tech;five;0,66667
Arrosage;0,5;29/01/2025;machine2;Arrosage;0,41667;3,47;tech;six;0,41667
Arrosage;0,91667;29/01/2025;machine2;Arrosage;0,16667;1,39;tech;five;0,16667
Mécanique;2;29/01/2025;machine2;Mécanique;0,33333;2,78;tech;five;0,33333
Mécanique;0,5;29/01/2025;machine3;Mécanique;0,33333;21,78;tech;five;0,33333
Mécanique;0,58333;29/01/2025;machine4;Mécanique;1;4,17;tech;nine;0,5
Mécanique;0,58333;29/01/2025;machine4;Mécanique;1;4,17;tech;three;0,5
Programme;0,83333;29/01/2025;machine1;Programme;0,33333;39,45;tech;five;0,33333
Arrosage;0,25;29/01/2025;machine6;Arrosage;0,25;11,08;tech;six;0,25
Mécanique;0,66667;29/01/2025;machine1;Mécanique;0,33333;2,78;tech;five;0,33333
Mécanique;1;28/01/2025;machine1;Mécanique;0,5;48,17;tech;six;0,5
Mécanique;0,25;28/01/2025;machine2;Mécanique;0,25;2,08;tech;seven;0,25
Mécanique;0,41667;28/01/2025;machine3;Mécanique;0,83334;22,77;tech;one;0,41667
Mécanique;0,41667;28/01/2025;machine3;Mécanique;0,83334;22,77;tech;six;0,41667
Mécanique;0,66667;28/01/2025;machine4;Mécanique;1,5;12,51;tech;four;0,5
Mécanique;0,66667;28/01/2025;machine4;Mécanique;1,5;12,51;tech;one;0,5
Mécanique;0,66667;28/01/2025;machine4;Mécanique;1,5;12,51;tech;five;0,5
Mécanique;3,25;28/01/2025;machine4;Mécanique;4,66666;38,88;tech;four;2,33333
Mécanique;3,25;28/01/2025;machine4;Mécanique;4,66666;38,88;tech;five;2,33333
Mécanique;0,25;28/01/2025;machine6;Mécanique;0,5;13,16;tech;one;0,25
Mécanique;0,25;28/01/2025;machine6;Mécanique;0,5;13,16;tech;seven;0,25
Mécanique;1,16667;28/01/2025;machine4;Mécanique;2;8,33;tech;nine;1
Mécanique;1,16667;28/01/2025;machine4;Mécanique;2;8,33;tech;three;1
Arrosage;0,75;27/01/2025;machine2;Arrosage;2,25;3112,5;tech;six;0,75
Arrosage;0,75;27/01/2025;machine2;Arrosage;2,25;3112,5;tech;seven;0,75
Arrosage;0,75;27/01/2025;machine2;Arrosage;2,25;3112,5;tech;eight;0,75
Mécanique;0,41667;27/01/2025;machine3;Mécanique;0,5;19,99;tech;four;0,25
Mécanique;0,41667;27/01/2025;machine3;Mécanique;0,5;19,99;tech;five;0,25
Mécanique;0,58333;27/01/2025;machine1;Mécanique;1;34,01;tech;four;0,5
Mécanique;0,58333;27/01/2025;machine1;Mécanique;1;34,01;tech;five;0,5
Hydraulique;1,58333;27/01/2025;machine1;Hydraulique;3,41667;286,4;tech;four;1
Hydraulique;1,58333;27/01/2025;machine1;Hydraulique;3,41667;286,4;tech;one;1,16667
Hydraulique;1,58333;27/01/2025;machine1;Hydraulique;3,41667;286,4;tech;six;0,25
Hydraulique;1,58333;27/01/2025;machine1;Hydraulique;3,41667;286,4;tech;five;1
Mécanique;2,11667;27/01/2025;machine10;Mécanique;3,5;99,25;tech;nine;1,75
Mécanique;2,11667;27/01/2025;machine10;Mécanique;3,5;99,25;tech;three;1,75
Mécanique;0,58333;26/01/2025;machine3;Mécanique;0,5;26,34;tech;one;0,5
Electronique;0,33333;26/01/2025;machine1;Electronique;0,25;16,75;tech;one;0,25
Arrosage;0,41667;26/01/2025;machine6;Arrosage;0,41667;18,47;tech;one;0,41667
Divers;0,5;26/01/2025;machine1;Divers;0,5;4,17;tech;one;0,5
Mécanique;0,75;25/01/2025;machine4;Mécanique;1,5;12,5;tech;four;0,75
Mécanique;0,75;25/01/2025;machine4;Mécanique;1,5;12,5;tech;five;0,75
Mécanique;1,75;25/01/2025;machine2;Mécanique;2,66667;16,66;tech;one;1,33333
Mécanique;1,75;25/01/2025;machine2;Mécanique;2,66667;16,66;tech;nine;0,66667
Mécanique;1,75;25/01/2025;machine2;Mécanique;2,66667;16,66;tech;three;0,66667
